adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,62768,tt0091065,ab,Flying,"TV-generation feel good story about a teenage gymnast aiming for the championship despite an abusive stepfather, an ailing mother, and injury. Reeves is notable as the supportive boyfriend.",1.354417,/ppcoRM6wNT92N2bLkX91YTOLZ8E.jpg,"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Brightstar Films', 'id': 4923}, {'name': 'Flying Pictures Productions', 'id': 24442}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1986-05-14,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...All things are possible,Flying,False,5.9,4
False,,1500000,"[{'id': 10402, 'name': 'Music'}]",,368330,tt5190958,mr,कट्यार काळजात घुसली,"Katyar Kaljat Ghusli is a 2015 Marathi film based on a play by the same name. Directed by Subodh Bhave, the film stars Sachin Pilgaonkar, Shankar Mahadevan, and Subodh Bhave in lead roles. The film marks the acting debut for Mahadevan and directorial debut for Bhave. The original play premiered in 1967 in Mumbai, where Hindustani classical vocalist Vasantrao Deshpande played one of the protagonists. In 2010, the play was relaunched with protagonists essayed by Rahul Deshpande, grandson of Vasantrao Deshpande and singer Mahesh Kale. The film's music is composed by Shankar–Ehsaan–Loy, and retained some of the songs from the original play composed by Jitendra Abhisheki.",0.446454,/vbpvvVX8EwzDSB6qjoCoiirvSMt.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-11-12,4400000,162.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'mr', 'name': ''}]",Released,A dagger through the heart,Katyar Kaljat Ghusali,False,9.0,2
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,11658,tt0386064,ko,태극기 휘날리며,"In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end.",9.140411,/vyG8qpimh3XSlxc6OmPq8LJRJl.jpg,"[{'name': 'Showbox Entertainment', 'id': 11420}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2004-02-05,15,140.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Tae Guk Gi: The Brotherhood of War,False,7.4,134
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,381040,tt4550420,en,My Blind Brother,Love for the same woman causes conflict between an over-achieving blind athlete and the brother who made him that way.,9.86258,/eD1YeAGlYvdxab3PZV66wAyd2Dx.jpg,"[{'name': 'Safehouse Pictures', 'id': 25577}, {'name': 'Low Spark Films', 'id': 28286}, {'name': 'Think Media Studios', 'id': 81301}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-19,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Romantically Challenged.,My Blind Brother,False,6.2,19
False,"{'id': 321065, 'name': 'The Sabata Collection', 'poster_path': '/nko62DVQrJJmdPzqQtAcLmx2Fdp.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10752, 'name': 'War'}]",,71206,tt0066745,it,"Indio Black, sai che ti dico: Sei un gran figlio di…","Set in Mexico under the rule of Emperor Maximilian I, Sabata is hired by the guerrilla leader Señor Ocaño to steal a wagonload of gold from the Austrian army. However, when Sabata and his partners Escudo and Ballantine obtain the wagon, they find it is not full of gold but of sand, and that the gold was taken by Austrian Colonel Skimmel. So Sabata plans to steal back the gold.",1.239092,/npA2XK7Gad36fUjPgQbhDB6zxgq.jpg,"[{'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1970-09-30,0,104.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Sabata Aims to Kill,Adios Sabata,False,5.5,9
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.columbianexpo.com/,168607,tt0455940,en,Expo Magic of the White City,"Narrated by Gene Wilder brings the Chicago World's Fair to life. Experience the world of 1893 through a cinematic visit to Chicago's Columbian Exposition. Many of the world's greatest achievements in science, technology and culture are unveiled there. In addition, fairgoers enjoy the popular and commercially successful Midway Plaisance where the festive atmosphere of this one-mile entertainment center offers an array of guilty pleasures such as belly dancing, street fighting and beer. Nearly 28 million visit the Fair. Dubbed the ""White City,"" it inspires future innovators like Henry Ford and Frank Lloyd Wright, debuts the Ferris Wheel and Cracker Jack, and, in many ways, marks the beginning of the 20th century. Filmed in High-Definition, ""EXPO - Magic of the White City"" immerses viewers in one of the world's biggest extravaganzas and one of the most unforgettable.",0.621779,/hbwIizreWnPx3WeUfEcriftCCc.jpg,"[{'name': 'Inecom Entertainment Company', 'id': 29524}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-16,0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Expo Magic of the White City,False,7.2,3
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,52280,tt0022883,en,The Fatal Glass of Beer,"The prodigal son of a Yukon prospector comes home on a night that ""ain't fit for man nor beast.""",0.366676,/2uqaq0TtsWhdf6baUfeBoQim5DL.jpg,"[{'name': 'Mack Sennett Comedies', 'id': 22520}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-03-03,0,21.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Fatal Glass of Beer,False,6.4,9
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,57644,tt0156171,en,The Smashing Pumpkins: Vieuphoria,"Vieuphoria is a long form music video by The Smashing Pumpkins originally released on VHS on October 4, 1994 and DVD on November 26, 2002. It was certified Gold by the RIAA in late 1996. The video consists of various Smashing Pumpkins performances, mostly from the Siamese Dream tour, interspersed with comedy bits (including ""Meet the Frogs""), interviews, featurettes, and other short videos.",0.002987,/f0DHomuXCgR7rMV9qgtdxXfq7O3.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-04,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Smashing Pumpkins: Vieuphoria,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,317938,tt3810572,es,Sabrás qué hacer conmigo,"Nicolás, a photographer, has suffered epilepsy since childhood and he is forced to take care of himself and sacrifice a lot, though he lives a normal life. On the other hand, Isabel is a woman who, apparently, has her whole life figured out although her mother is ill and she has no choice but to try to save her. Isabel and Nicolás fall in love in spite of themselves, their demons, their ghosts, and their weaknesses. Suddenly engaged in a relationship none of them would have even dared to imagine, they experience the love, passion, insecurity, fear, and allergy to commitment typical in people who are drifting away.",0.207,/eztk17d9gzXBoq7vkpfClpCuYW.jpg,[],"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2016-05-27,0,88.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,You Will Know What to Do With Me,False,6.0,1
False,"{'id': 415931, 'name': 'The Bowery Boys', 'poster_path': '/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg', 'backdrop_path': '/foe3kuiJmg5AklhtD3skWbaTMf2.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,70313,tt0044388,en,Bowery to Bagdad,The Bowery Boys find a lamp that has strange magic powers.,0.409838,/fxrK5OYoyrbmL2cwvhQbSGqsjfF.jpg,"[{'name': 'Allied Artists Pictures', 'id': 4928}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-01-07,0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Abracadabra!...They're Insultin' The Sultan's Babes!,Bowery to Bagdad,False,6.8,3
False,,0,"[{'id': 10749, 'name': 'Romance'}]",,97732,tt1954811,en,See Girl Run,"What happens when a 30-something woman allows life's ""what ifs"" to overwhelm her appreciation for what life actually is. Disregarding her current obligations, she digs into her romantic past in hopes of invigorating her present.",0.898921,/b0l12kcEJ410qHJ9ET7pcMd7Xm8.jpg,[],[],2013-04-26,0,90.0,[],Released,,See Girl Run,False,4.3,15
False,"{'id': 124949, 'name': 'Almighty Collection', 'poster_path': '/Abh0z1zf7yYoH8sGLvMIvdNG6gA.jpg', 'backdrop_path': '/qKuR7BpBLTcISNWgxKQmXnYYJFX.jpg'}",80000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",http://www.brucealmighty.com/,310,tt0315327,en,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",15.947524,/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Pit Bull Productions', 'id': 160}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-23,484572835,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In Bruce we trust,Bruce Almighty,False,6.4,3121
False,,700000,"[{'id': 18, 'name': 'Drama'}]",http://tartanvideo.com/film.asp?ProjectID={C668EA2C-810D-4E33-AB5C-9B8B00FA4B8A},18734,tt0242587,en,L.I.E. Long Island Expressway,"In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.",8.66635,/ck5Tkq17M6khEN7JQlQznoYl37L.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-20,1667192,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",L.I.E.,False,6.7,31
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://natashaleggero.comedydirect.com/,355335,tt4966020,en,Natasha Leggero: Live at Bimbo's,"The special was filmed at Bimbo’s 365 Club in San Francisco and centers on Leggero as she “elegantly examines the many reasons why having kids is problematic, the absurdities of Burning Man, Mormons, Hipsters and more. From conservative Republicans to her very own diamond p***y, Leggero’s special proves that no one and nothing is off limits.”",0.143351,/bWxkJl1YCq0BOiJNjEJvmnGgBoD.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-22,0,52.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Natasha Leggero: Live at Bimbo's,False,7.7,3
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,83746,tt0049032,en,Broom-Stick Bunny,"On Halloween, Bugs Bunny, masquerading as an witch, trick or treats at Witch Hazel's door. He comes to the creepy old mansion of Witch Hazel, who's mixing up a potion. Bugs is mistaken for a real witch by Hazel, who prides herself on being the ugliest witch of all.",0.424586,/qbrUnGieeaF62J8IkAOOZNaWei1.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-02-25,0,7.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Broom-Stick Bunny,False,7.4,8
False,,0,[],,143068,tt0069309,ru,Станционный смотритель,"In the early 19th century a traveler returns to the remote outpost he’d visited years before, anxious to see the station master’s lovely daughter once again. There the brokenhearted old man tells him the story of the dashing fellow from Petersburg who whisked her away one winter morning.",0.002001,/xhd3laIFUQIsGrCfq1jvhdJkZt3.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1972-08-25,0,68.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Postmaster,False,4.0,2
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,112885,tt0028661,en,The Bride Wore Red,A poor singer in a bar masquerades a rich society woman thanks to a rich benefactor.,0.752617,/7md7mwMMXEFZal5P2kysi4PkEAS.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-10-15,0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Bride Wore Red,False,3.5,5
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,51195,tt0108179,fr,La soif de l'or,"Urbain and his grandmother are stingy. They buy gold with all their money, and hide it inside the bricks of a wall at their country house. Jackes, his chauffer, and his lover (who casualy is the Urbain's wife) don't know this fact and think they have the money hidden somewhere. When Urbain and his grandmother decide to transport the gold (with the house!) to Switzerland, in order to pay less tax, a crazy chase begins.",0.945839,/nZJ5AiO22laXAk78lYyJ7wuurqG.jpg,"[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1993-08-31,0,81.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Thirst for Gold,False,5.4,17
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,49907,tt0070887,en,Vogliamo i colonnelli,,0.000308,/eKL0AwvideS91bfv7u2Ik394fvT.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1973-03-05,0,102.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,We Want the Colonels,False,5.7,3
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.alleycatsfilm.com,402370,tt3917318,en,Alleycats,"When bike courier Chris witnesses what looks like a murder, his first instinct is to cut and run. But when his curiosity draws him back in, he's soon embroiled in a world of corruption, political power, and illegal bike racing.",2.429683,/tY8EirssOL8Wq1GpRdTRm71L3cb.jpg,"[{'name': 'thefyzz', 'id': 36109}, {'name': 'Elephant Gun Films', 'id': 78760}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2016-06-23,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Alleycats,False,4.7,16
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,14911,tt0094712,en,Bat*21,"Lt. Col. Iceal ""Ham"" Hambleton is a weapons countermeasures expert and when his aircraft is shot over enemy territory the Air Force very much wants to get him back. Hambleton knows the area he's in is going to be carpet-bombed but a temporary shortage of helicopters causes a delay. Working with an Air Force reconnaissance pilot, Capt. Bartholomew Clark, he maps out an escape route.",9.179655,/yIeFT2RqJdXMRIhGLs05xtzBkt9.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Vision PDG', 'id': 4109}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-07-21,3184348,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trapped behind enemy lines. A whole army after him... And only one man can save him.,Bat*21,False,5.9,42
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.sonyclassics.com/sugar,17003,tt0990413,en,Sugar,"Sugar is a 2008 sports drama film directed by Anna Boden and Ryan Fleck. It follows the story of Miguel Santos, a. k. a. Sugar (Algenis Perez Soto), a Dominican pitcher from San Pedro de Macorís, struggling to make it to the big leagues and pull himself and his family out of poverty. Playing professionally at a baseball academy in the Dominican Republic, Miguel finally gets his break at age 19 when he advances to the United States' minor league system; but when his play on the mound falters, he begins to question the single-mindedness of his life's ambition.",0.731548,/ldiKnTAt8pBB3rY6HQI4QZt6r7n.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Serie 23 Productions', 'id': 94624}]","[{'iso_3166_1': 'DO', 'name': 'Dominican Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-03,0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Sugar,False,6.5,12
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",,86023,tt0187995,en,The Intruder,"Catherine meets Nick by accident and, after a whirlwind romance, the two get married and Catherine moves into Nick's apartment only that's the start of problems when an unseen intruder begins playing strange mind games with Catherine in an apparent attempt to drive her insane.",0.550019,/ojKXWnhS7A3xvMBrghMQjJqU1q9.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1999-11-19,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Intruder,False,4.7,3
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.moshekasher.com/,141803,tt2229301,en,Moshe Kasher: Live in Oakland,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",0.121612,/3dTqQ8GuQPtqdG1Qk5yfoffJquQ.jpg,"[{'name': 'New Wave Entertainment', 'id': 2953}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-26,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kasher in the Rye,Moshe Kasher: Live in Oakland,False,7.2,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,84831,tt0086476,en,Trenchcoat,An aspiring mystery writer becomes accidently embroiled in an international plot during a two-week stay in Malta.,0.122817,/scZOex6LoNVjaF9j7N025H8UPm4.jpg,"[{'name': 'Walt Disney Productions', 'id': 3166}, {'name': 'Buena Vista Distribution Company', 'id': 20741}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-03-11,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Trenchcoat,False,5.3,3
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,287603,tt3974972,en,Eddie Pepitone: In Ruins,Standup special recorded in Brooklyn.,0.024104,/e5BJgM1KBqvxP8Pk4wcDKEay51S.jpg,"[{'name': 'New Wave Entertainment Television', 'id': 21206}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-07,0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Eddie Pepitone: In Ruins,False,0.0,0
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,13436,tt0883995,th,13 เกมสยอง,"Pusit is having the worst day of his life. He just lost his job and is in serious debt. That is all about to change when he receives a mysterious phone call with a tempting offer. If he could complete 13 tasks, he will win 100 million Baht. Pusit agrees and the game begins.",2.934419,/2Y0mGD2jZ456V4Wmnemlii54lgM.jpg,"[{'name': 'Sahamongkol Film International', 'id': 6018}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2006-10-04,0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,13 Challenges. $100 Million. How Far Would You Go?,13 Beloved,False,6.4,50
False,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://everythingeverythingmovie.com,417678,tt5001718,en,"Everything, Everything","A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",12.108048,/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Alloy Entertainment', 'id': 10067}, {'name': 'Itaca Films', 'id': 16322}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-05-19,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Risk everything... for love.,"Everything, Everything",False,7.3,670
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,28630,tt1508274,en,"George Lopez: Tall, Dark & Chicano","One of the premier comedic talents in the entertainment industry, George Lopez stars in his second HBO solo special. George Lopez: Tall, Dark &amp; Chicano is a live stand-up special performed in front of a packed arena crowd at the AT&amp;T Center in San Antonio, TX.",1.267411,/be6gNC20qqPjtAt88H75dnU0CZQ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-09,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"George Lopez: Tall, Dark & Chicano",False,4.3,2
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,294819,tt0070026,it,"Colpo grosso, grossissimo...anzi probabile",Italian comedy,0.01541,/vZ2tzlB6KTrBV0nIChMfPv7NSEa.jpg,"[{'name': 'Producciones Cinematográficas Orfeo', 'id': 5780}, {'name': 'Arvo Film', 'id': 33879}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1972-03-31,0,93.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,"Colpo grosso, grossissimo...anzi probabile",False,0.0,0
False,,7800000,"[{'id': 18, 'name': 'Drama'}]",,25460,tt0396190,en,Return to Sender,"While fighting for a woman who sits on death row, a lawyer happens upon new information which brings into question the motives of a man associated with her client",2.463468,/2OZj98sFBQYYS48uIAWTP5siCkT.jpg,"[{'name': 'Audley Films LLP', 'id': 5729}, {'name': 'Moviefan Scandinavia A/S', 'id': 34337}, {'name': 'Number 9 Films', 'id': 34338}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-09-17,0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"How can you save someone, who won't save herself?",Return to Sender,False,5.9,13
False,,0,[],,189807,tt0203708,en,Mounted Police Charge,No Overview,0.100388,/nJgukfygTrVswyAdFwN3RHP7r1S.jpg,[],[],1896-11-02,0,1.0,[],Released,,Mounted Police Charge,False,4.0,2
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.elvisandanabelle.com,19554,tt0787462,en,Elvis and Anabelle,A small-town beauty queen and an unlicensed mortician set out across the Texas plains on a journey of self-discovery.,2.644962,/eYucJWWJiTQVDwwbjhHIu1aDp5C.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-10,0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The awakening of love.,Elvis and Anabelle,False,7.1,23
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.bbc.co.uk/programmes/b00h6sbt,123680,tt1978354,en,What Darwin Didn't Know,"Documentary which tells the story of evolution theory since Darwin postulated it in 1859 in 'On the Origin of Species'.  The theory of evolution by natural selection is now scientific orthodoxy, but when it was unveiled it caused a storm of controversy, from fellow scientists as well as religious people. They criticised it for being short on evidence and long on assertion and Darwin, being the honest scientist that he was, agreed with them. He knew that his theory was riddled with 'difficulties', but he entrusted future generations to complete his work and prove the essential truth of his vision, which is what scientists have been doing for the past 150 years.",0.005883,/kMslb4LkmJageZRApoxMVMgNRMB.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-11-29,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,What Darwin Didn't Know,True,0.0,0
False,,3900000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,874,tt0060665,en,A Man for All Seasons,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,6.997888,/fKdIMxsxt2PQlHGqmnl8uSS2C54.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Highland Films', 'id': 571}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1966-12-12,28350000,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,...a motion picture for all times!,A Man for All Seasons,False,7.5,90
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,1846,tt0064638,en,Marlowe,"Los Angeles private-eye Philip Marlowe is trying to locate the brother of his new client, a woman named Orfamay Quest. The trail leads to two men who deny any knowledge of the brother's existence. Both are soon killed by an ice pick, so Marlowe deduces that there's much more to this than a simple missing-person case. Marlowe's path crosses that of a blackmailed movie star, Mavis Wald, and her friend, exotic dancer Delores. A mobster sends karate expert Winslow Wong to bust up Marlowe's office and warn him off the case, while Lieutenant French also cautions the detective to stay out of the police's way.",1.900216,/bKXAvMFKZZpiq5FPR6asC0p6WZ6.jpg,"[{'name': 'Cherokee Productions', 'id': 2418}, {'name': 'Katzka-Berne Productions', 'id': 2419}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-09-19,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Marlowe is the Best Private Eye in the Business. Just Ask the People He Does Business With,Marlowe,False,6.2,26
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,18666,tt0075439,zh,新精武門,"A brother and sister escape from Japanese-occupied Shanghai to Japanese-occupied Taiwan, to stay with their grandfather who runs a Kung-Fu school there. However, the master of a Japanese Kung-Fu school in Taiwan has designs on bringing all other schools on the island under his domination, and part of his plan involves the murder of the siblings' grandfather.",2.29062,/7Uk4Crwwuz3OHeEtOZIRxFSgSxY.jpg,"[{'name': 'Lo Wei Motion Picture Company', 'id': 8039}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1976-07-08,0,114.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,New Fist of Fury,False,5.4,17
